participant_id,technique,text_size,distance,ordering,technique_id,text_size_id,distance_id,ordering_id,condition_trial,trial,input_id,input,output_id,output,grid_config,start_date_time,total_time,selections_count,selections_time,selections_distance,selections_projected_distance,deselections,errors,classifications,pan_count,pan_time,pan_distance,pan_projected_distance,zoom_count,zoom_time,zoom_distance,zoom_projected_distance,absolute_head_phone_distance,signed_head_phone_distance
0,MidAirInArOut,Small,Far,PhoneOnlyFirst,3,2,2,1,1,23,2,MidAirIn,2,ArOut,"[[[10, 10, 10, 10, 10], [7, 7, 7, 7, 7], [4, 4, 4, 4, 6], [5, 5, 5, 5, 5], [2, 2, 2, 2, 1]], [[1, 1, 1, 1, 4], [8, 8, 8, 8, 8], [13, 13, 13, 13, 2], [3, 3, 3, 3, 3], [14, 14, 14, 14, 14]], [[6, 6, 6, 6, 13], [11, 11, 11, 11, 11], [9, 9, 9, 9, 9], [0, 0, 0, 0, 0], [12, 12, 12, 12, 12]]]",2018-02-16 14-56-38,68.033907,5,30.4876078,6.578891,5.49832,5,0,5,13,10.7477094,2.746378,2.247859,1,1.2449096,0.07846249,0.05478987,1.905789,0.07599179
0,MidAirInArOut,Small,Far,PhoneOnlyFirst,3,2,2,1,2,24,2,MidAirIn,2,ArOut,"[[[13, 13, 13, 13, 13], [10, 10, 10, 10, 10], [5, 5, 5, 5, 5], [4, 4, 4, 4, 4], [11, 11, 11, 11, 3]], [[8, 8, 8, 8, 9], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0], [2, 2, 2, 2, 2], [6, 6, 6, 6, 6]], [[7, 7, 7, 7, 8], [3, 3, 3, 3, 11], [12, 12, 12, 12, 12], [9, 9, 9, 9, 7], [14, 14, 14, 14, 14]]]",2018-02-16 14-57-49,58.7081089,5,29.3536728,5.172929,4.285195,5,0,5,10,8.6628727,1.798688,1.462506,1,1.7743904,0.1316895,0.09217355,1.672969,0.053774
1,PhoneOnly,Big,Near,PhoneOnlyFirst,1,1,1,1,1,1,1,PhoneIn,1,PhoneOut,"[[[7, 7, 7, 7, 7], [2, 2, 2, 2, 2], [5, 5, 5, 5, 1], [13, 13, 13, 13, 13], [12, 12, 12, 12, 12]], [[4, 4, 4, 4, 10], [0, 0, 0, 0, 0], [1, 1, 1, 1, 5], [8, 8, 8, 8, 8], [3, 3, 3, 3, 3]], [[11, 11, 11, 11, 11], [14, 14, 14, 14, 14], [6, 6, 6, 6, 4], [10, 10, 10, 10, 6], [9, 9, 9, 9, 9]]]",2018-02-21 14-41-13,90.7888821,5,34.0737904,3.293095,2.895546,5,0,5,25,14.6836823,1.113512,1.056417,12,14.4182599,2.469265,2.411229,2.412988,0.04658043
1,PhoneOnly,Big,Near,PhoneOnlyFirst,1,1,1,1,2,2,1,PhoneIn,1,PhoneOut,"[[[9, 9, 9, 9, 5], [7, 7, 7, 7, 7], [0, 0, 0, 0, 0], [11, 11, 11, 11, 8], [3, 3, 3, 3, 3]], [[13, 13, 13, 13, 13], [10, 10, 10, 10, 10], [12, 12, 12, 12, 9], [14, 14, 14, 14, 14], [8, 8, 8, 8, 11]], [[4, 4, 4, 4, 4], [5, 5, 5, 5, 12], [1, 1, 1, 1, 1], [6, 6, 6, 6, 6], [2, 2, 2, 2, 2]]]",2018-02-21 14-42-49,116.7669552,8,78.6053314,7.561465,6.807587,8,1,5,32,15.2654078,1.396195,1.315454,20,18.4447887,2.300405,2.276157,3.126288,0.06477458
1,PhoneOnly,Big,Far,PhoneOnlyFirst,1,1,2,1,1,3,1,PhoneIn,1,PhoneOut,"[[[12, 12, 12, 12, 12], [9, 9, 9, 9, 0], [3, 3, 3, 3, 9], [2, 2, 2, 2, 2], [10, 10, 10, 10, 10]], [[1, 1, 1, 1, 3], [6, 6, 6, 6, 6], [8, 8, 8, 8, 8], [0, 0, 0, 0, 4], [13, 13, 13, 13, 13]], [[5, 5, 5, 5, 5], [14, 14, 14, 14, 14], [4, 4, 4, 4, 1], [11, 11, 11, 11, 11], [7, 7, 7, 7, 7]]]",2018-02-21 14-44-49,68.1742577,5,51.3928142,4.524306,4.072657,5,0,5,10,4.72967,0.3003218,0.2856841,12,21.3898439,2.639286,2.579554,1.950227,0.04181867
1,PhoneOnly,Big,Far,PhoneOnlyFirst,1,1,2,1,2,4,1,PhoneIn,1,PhoneOut,"[[[7, 7, 7, 7, 7], [1, 1, 1, 1, 2], [3, 3, 3, 3, 3], [10, 10, 10, 10, 1], [12, 12, 12, 12, 12]], [[6, 6, 6, 6, 6], [9, 9, 9, 9, 9], [0, 0, 0, 0, 14], [11, 11, 11, 11, 11], [8, 8, 8, 8, 8]], [[14, 14, 14, 14, 10], [5, 5, 5, 5, 5], [2, 2, 2, 2, 0], [13, 13, 13, 13, 13], [4, 4, 4, 4, 4]]]",2018-02-21 14-45-59,81.5513273,7,45.9905141,4.570679,4.001956,7,1,5,11,5.0063709,0.7422981,0.5782673,12,14.195032,1.964373,1.882215,2.411472,0.04243368
1,PhoneOnly,Small,Near,PhoneOnlyFirst,1,2,1,1,1,5,1,PhoneIn,1,PhoneOut,"[[[10, 10, 10, 10, 10], [6, 6, 6, 6, 6], [5, 5, 5, 5, 5], [12, 12, 12, 12, 12], [7, 7, 7, 7, 7]], [[0, 0, 0, 0, 3], [1, 1, 1, 1, 11], [14, 14, 14, 14, 1], [4, 4, 4, 4, 4], [2, 2, 2, 2, 2]], [[3, 3, 3, 3, 0], [13, 13, 13, 13, 13], [11, 11, 11, 11, 14], [9, 9, 9, 9, 9], [8, 8, 8, 8, 8]]]",2018-02-21 14-47-23,52.5086112,6,33.6731271,2.435805,2.155593,6,0,5,2,0.9843922,0.05609118,0.04652192,7,14.7685529,1.485878,1.474287,1.253234,0.03790551
1,PhoneOnly,Small,Near,PhoneOnlyFirst,1,2,1,1,2,6,1,PhoneIn,1,PhoneOut,"[[[13, 13, 13, 13, 13], [10, 10, 10, 10, 4], [3, 3, 3, 3, 3], [1, 1, 1, 1, 11], [6, 6, 6, 6, 6]], [[2, 2, 2, 2, 2], [4, 4, 4, 4, 8], [9, 9, 9, 9, 9], [12, 12, 12, 12, 12], [7, 7, 7, 7, 7]], [[8, 8, 8, 8, 10], [14, 14, 14, 14, 14], [0, 0, 0, 0, 0], [11, 11, 11, 11, 1], [5, 5, 5, 5, 5]]]",2018-02-21 14-48-17,66.5313889,6,29.8614834,2.558644,2.291251,6,0,5,7,4.6937016,0.3838302,0.3502116,10,16.2231888,1.882872,1.893826,1.401345,0.02218282
1,PhoneOnly,Small,Far,PhoneOnlyFirst,1,2,2,1,1,7,1,PhoneIn,1,PhoneOut,"[[[11, 11, 11, 11, 13], [0, 0, 0, 0, 0], [6, 6, 6, 6, 2], [4, 4, 4, 4, 4], [2, 2, 2, 2, 8]], [[1, 1, 1, 1, 1], [13, 13, 13, 13, 6], [3, 3, 3, 3, 3], [7, 7, 7, 7, 7], [10, 10, 10, 10, 10]], [[14, 14, 14, 14, 14], [8, 8, 8, 8, 11], [5, 5, 5, 5, 5], [9, 9, 9, 9, 9], [12, 12, 12, 12, 12]]]",2018-02-21 14-49-26,101.9089535,8,74.8165123,7.081773,6.40664,8,0,5,14,8.4330519,0.7114695,0.6265303,21,28.4847465,3.807678,3.87788,2.669306,0.1147188
1,PhoneOnly,Small,Far,PhoneOnlyFirst,1,2,2,1,2,8,1,PhoneIn,1,PhoneOut,"[[[0, 0, 0, 0, 4], [12, 12, 12, 12, 12], [14, 14, 14, 14, 14], [9, 9, 9, 9, 9], [8, 8, 8, 8, 8]], [[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [13, 13, 13, 13, 13], [11, 11, 11, 11, 7], [10, 10, 10, 10, 11]], [[6, 6, 6, 6, 6], [5, 5, 5, 5, 5], [4, 4, 4, 4, 0], [2, 2, 2, 2, 2], [7, 7, 7, 7, 10]]]",2018-02-21 14-51-10,66.3308551,5,38.4544568,3.66401,3.269763,5,0,5,11,3.409343,0.3057918,0.2776394,15,20.2071339,2.677542,2.640032,1.647706,0.02679315
